10.19.119.191 - - [06/Nov/2025:13:07:56 +0000] "GET /identity/v3/ HTTP/1.1" 200 504 "-" "curl/7.81.0"
10.19.119.191 - - [06/Nov/2025:13:09:02 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1611 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:02 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:02 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 595 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:02 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:02 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:02 +0000] "GET /identity/v3/users/glance-swift?domain_id=default HTTP/1.1" 404 342 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:02 +0000] "GET /identity/v3/users?domain_id=default&name=glance-swift HTTP/1.1" 200 636 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:02 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:03 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:03 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:03 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 681 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:03 +0000] "PUT /identity/v3/projects/25afe1aaf3e14f84819af8e8582e3347/users/6f69d66d0a2a4e3cbc77194e8195fedf/roles/bde81aa356b64ffd88edff1c8884ab91 HTTP/1.1" 204 201 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:03 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:03 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1611 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:03 +0000] "GET /identity/v3/services/block-storage HTTP/1.1" 404 346 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:03 +0000] "GET /identity/v3/services?name=block-storage HTTP/1.1" 200 379 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:03 +0000] "GET /identity/v3/services?type=block-storage HTTP/1.1" 200 619 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:03 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 397 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "POST /identity/v3/endpoints HTTP/1.1" 201 588 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1767 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "GET /identity/v3/services/network HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "GET /identity/v3/services?name=network HTTP/1.1" 200 373 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "GET /identity/v3/services?type=network HTTP/1.1" 200 602 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 397 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "POST /identity/v3/endpoints HTTP/1.1" 201 589 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1924 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "GET /identity/v3/services/compute_legacy HTTP/1.1" 404 347 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "GET /identity/v3/services?name=compute_legacy HTTP/1.1" 200 380 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:04 +0000] "GET /identity/v3/services?type=compute_legacy HTTP/1.1" 200 638 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 397 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "GET /identity/v3/endpoints?interface=public&region_id=RegionOne&service_id=27411d6a6bf14285a6b3e2c9c39d9161 HTTP/1.1" 200 443 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1924 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "GET /identity/v3/services/object-store HTTP/1.1" 404 345 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "GET /identity/v3/services?name=object-store HTTP/1.1" 200 378 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "GET /identity/v3/services?type=object-store HTTP/1.1" 200 378 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1924 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 595 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:05 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:06 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:06 +0000] "GET /identity/v3/users/glance-swift?domain_id=default HTTP/1.1" 404 342 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:06 +0000] "GET /identity/v3/users?domain_id=default&name=glance-swift HTTP/1.1" 200 636 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:06 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:06 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:06 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:06 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 681 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:06 +0000] "GET /identity/v3/role_assignments?role.id=bde81aa356b64ffd88edff1c8884ab91&scope.project.id=25afe1aaf3e14f84819af8e8582e3347&user.id=6f69d66d0a2a4e3cbc77194e8195fedf HTTP/1.1" 200 860 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:06 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:06 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1924 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:06 +0000] "POST /identity/v3/projects HTTP/1.1" 409 514 "-" "python-keystoneclient"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "GET /identity/v3/projects/service HTTP/1.1" 404 340 "-" "python-keystoneclient"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "GET /identity/v3/projects?name=service HTTP/1.1" 200 663 "-" "python-keystoneclient"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1924 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "GET /identity/v3/services/compute_legacy HTTP/1.1" 404 347 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "GET /identity/v3/services?name=compute_legacy HTTP/1.1" 200 380 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "GET /identity/v3/services?type=compute_legacy HTTP/1.1" 200 638 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 397 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "POST /identity/v3/endpoints HTTP/1.1" 201 604 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1924 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "POST /identity/v3/services HTTP/1.1" 201 495 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:07 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 2026 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:08 +0000] "GET /identity/v3/roles/ResellerAdmin HTTP/1.1" 404 343 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:08 +0000] "GET /identity/v3/roles?name=ResellerAdmin HTTP/1.1" 200 590 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:08 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:08 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:08 +0000] "GET /identity/v3/users/glance-swift?domain_id=default HTTP/1.1" 404 342 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:08 +0000] "GET /identity/v3/users?domain_id=default&name=glance-swift HTTP/1.1" 200 636 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:08 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:08 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:08 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:08 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 681 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "PUT /identity/v3/projects/25afe1aaf3e14f84819af8e8582e3347/users/6f69d66d0a2a4e3cbc77194e8195fedf/roles/b84f2b1fc9964dc79ea60f9673b42b45 HTTP/1.1" 204 201 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 2026 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "POST /identity/v3/users HTTP/1.1" 409 412 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "GET /identity/v3/users/cinder HTTP/1.1" 404 336 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "GET /identity/v3/users?name=cinder HTTP/1.1" 200 606 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 2026 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "GET /identity/v3/services/compute HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "GET /identity/v3/services?name=compute HTTP/1.1" 200 373 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "GET /identity/v3/services?type=compute HTTP/1.1" 200 373 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:09 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 2026 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "GET /identity/v3/services/object-store HTTP/1.1" 404 345 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "GET /identity/v3/services?name=object-store HTTP/1.1" 200 378 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "GET /identity/v3/services?type=object-store HTTP/1.1" 200 608 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 397 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "GET /identity/v3/endpoints?interface=public&region_id=RegionOne&service_id=cab659751c8b42caa859de20650e76d0 HTTP/1.1" 200 443 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 2026 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "GET /identity/v3/roles/ResellerAdmin HTTP/1.1" 404 343 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "GET /identity/v3/roles?name=ResellerAdmin HTTP/1.1" 200 590 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:10 +0000] "GET /identity/v3/users/glance-swift?domain_id=default HTTP/1.1" 404 342 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "GET /identity/v3/users?domain_id=default&name=glance-swift HTTP/1.1" 200 636 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 681 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "GET /identity/v3/role_assignments?role.id=b84f2b1fc9964dc79ea60f9673b42b45&scope.project.id=25afe1aaf3e14f84819af8e8582e3347&user.id=6f69d66d0a2a4e3cbc77194e8195fedf HTTP/1.1" 200 860 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 2026 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "POST /identity/v3/services HTTP/1.1" 201 496 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 2122 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:11 +0000] "GET /identity/v3/services/object-store HTTP/1.1" 404 345 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:12 +0000] "GET /identity/v3/services?name=object-store HTTP/1.1" 200 378 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:12 +0000] "GET /identity/v3/services?type=object-store HTTP/1.1" 200 608 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:12 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 397 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:12 +0000] "POST /identity/v3/endpoints HTTP/1.1" 201 606 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.191 - - [06/Nov/2025:13:09:12 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
