10.19.119.12 - - [06/Nov/2025:13:49:58 +0000] "GET /identity/v3/ HTTP/1.1" 200 503 "-" "curl/7.81.0"
10.19.119.12 - - [06/Nov/2025:13:54:43 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:43 +0000] "PUT /identity/v3/projects/1427e4c95be2481a88e557b92867c873/users/6f5e1a01d36a4e2fb80e105116871059/roles/36c38427273f411390da833c7927dd16 HTTP/1.1" 204 201 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:43 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:43 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 2931 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:43 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:43 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 593 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:44 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:44 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:44 +0000] "GET /identity/v3/users/manila?domain_id=default HTTP/1.1" 404 336 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:44 +0000] "GET /identity/v3/users?domain_id=default&name=manila HTTP/1.1" 200 622 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:44 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:44 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:45 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:45 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:45 +0000] "GET /identity/v3/role_assignments?role.id=36c38427273f411390da833c7927dd16&scope.project.id=1427e4c95be2481a88e557b92867c873&user.id=6f5e1a01d36a4e2fb80e105116871059 HTTP/1.1" 200 858 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:45 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:45 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 2931 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:45 +0000] "GET /identity/v3/services/share HTTP/1.1" 404 338 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:45 +0000] "GET /identity/v3/services?name=share HTTP/1.1" 200 370 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:46 +0000] "GET /identity/v3/services?type=share HTTP/1.1" 200 370 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:46 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:46 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 2931 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:46 +0000] "POST /identity/v3/services HTTP/1.1" 201 507 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:46 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:46 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3027 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:46 +0000] "GET /identity/v3/services/share HTTP/1.1" 404 338 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:47 +0000] "GET /identity/v3/services?name=share HTTP/1.1" 200 370 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:47 +0000] "GET /identity/v3/services?type=share HTTP/1.1" 200 612 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:47 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 396 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:47 +0000] "GET /identity/v3/endpoints?interface=public&region_id=RegionOne&service_id=e85a104a5c4143c0a22197b47ac1c1bb HTTP/1.1" 200 442 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:47 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:47 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3027 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:47 +0000] "GET /identity/v3/services/share HTTP/1.1" 404 338 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:47 +0000] "GET /identity/v3/services?name=share HTTP/1.1" 200 370 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:48 +0000] "GET /identity/v3/services?type=share HTTP/1.1" 200 612 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:48 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 396 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:48 +0000] "POST /identity/v3/endpoints HTTP/1.1" 201 600 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:48 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:48 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3027 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:48 +0000] "GET /identity/v3/services/sharev2 HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:48 +0000] "GET /identity/v3/services?name=sharev2 HTTP/1.1" 200 372 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:49 +0000] "GET /identity/v3/services?type=sharev2 HTTP/1.1" 200 372 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:49 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:49 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3027 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:49 +0000] "POST /identity/v3/services HTTP/1.1" 201 514 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:49 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:49 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3127 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:49 +0000] "GET /identity/v3/services/sharev2 HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:49 +0000] "GET /identity/v3/services?name=sharev2 HTTP/1.1" 200 372 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:50 +0000] "GET /identity/v3/services?type=sharev2 HTTP/1.1" 200 621 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:50 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 396 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:50 +0000] "GET /identity/v3/endpoints?interface=public&region_id=RegionOne&service_id=522a9e9b4b3d4afc8aa769824bc9c257 HTTP/1.1" 200 442 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:50 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:50 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3127 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:50 +0000] "GET /identity/v3/services/sharev2 HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:51 +0000] "GET /identity/v3/services?name=sharev2 HTTP/1.1" 200 372 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:51 +0000] "GET /identity/v3/services?type=sharev2 HTTP/1.1" 200 621 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:51 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 396 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:51 +0000] "POST /identity/v3/endpoints HTTP/1.1" 201 585 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:51 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:51 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3281 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:51 +0000] "GET /identity/v3/services/sharev2_legacy HTTP/1.1" 404 347 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:52 +0000] "GET /identity/v3/services?name=sharev2_legacy HTTP/1.1" 200 379 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:52 +0000] "GET /identity/v3/services?type=sharev2_legacy HTTP/1.1" 200 379 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:52 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:52 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3281 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:52 +0000] "POST /identity/v3/services HTTP/1.1" 201 546 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:52 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:52 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3395 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:52 +0000] "GET /identity/v3/services/sharev2_legacy HTTP/1.1" 404 347 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:53 +0000] "GET /identity/v3/services?name=sharev2_legacy HTTP/1.1" 200 379 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:53 +0000] "GET /identity/v3/services?type=sharev2_legacy HTTP/1.1" 200 660 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:53 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 396 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:53 +0000] "GET /identity/v3/endpoints?interface=public&region_id=RegionOne&service_id=28d6669647b247639583dd65d49eb050 HTTP/1.1" 200 442 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:53 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:53 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3395 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:53 +0000] "GET /identity/v3/services/sharev2_legacy HTTP/1.1" 404 347 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:54 +0000] "GET /identity/v3/services?name=sharev2_legacy HTTP/1.1" 200 379 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:54 +0000] "GET /identity/v3/services?type=sharev2_legacy HTTP/1.1" 200 660 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:54 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 396 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:54 +0000] "POST /identity/v3/endpoints HTTP/1.1" 201 600 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:54 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:54 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3395 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:54 +0000] "GET /identity/v3/services/shared-file-system HTTP/1.1" 404 351 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:54 +0000] "GET /identity/v3/services?name=shared-file-system HTTP/1.1" 200 383 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:55 +0000] "GET /identity/v3/services?type=shared-file-system HTTP/1.1" 200 383 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:55 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:55 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3395 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:55 +0000] "POST /identity/v3/services HTTP/1.1" 201 575 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:55 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:55 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3516 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:55 +0000] "GET /identity/v3/services/shared-file-system HTTP/1.1" 404 351 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:56 +0000] "GET /identity/v3/services?name=shared-file-system HTTP/1.1" 200 693 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:56 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 396 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:56 +0000] "GET /identity/v3/endpoints?interface=public&region_id=RegionOne&service_id=079d63b1177d42a3b5b738a23f4d3d85 HTTP/1.1" 200 442 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:56 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:56 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3516 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:56 +0000] "GET /identity/v3/services/shared-file-system HTTP/1.1" 404 351 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:56 +0000] "GET /identity/v3/services?name=shared-file-system HTTP/1.1" 200 693 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:56 +0000] "GET /identity/v3/regions/RegionOne HTTP/1.1" 200 396 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:54:57 +0000] "POST /identity/v3/endpoints HTTP/1.1" 201 585 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:12 +0000] "GET /compute/v2.1/ HTTP/1.1" 200 809 "-" "curl/7.81.0"
10.19.119.12 - - [06/Nov/2025:13:55:34 +0000] "GET /networking HTTP/1.1" 200 288 "-" "Wget/1.21.2"
10.19.119.12 - - [06/Nov/2025:13:55:39 +0000] "GET /placement HTTP/1.1" 200 429 "-" "curl/7.81.0"
10.19.119.12 - - [06/Nov/2025:13:55:42 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:42 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 4562 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:42 +0000] "GET /identity HTTP/1.1" 300 577 "-" "neutron/27.1.0.dev115 keystonemiddleware.auth_token/10.12.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:42 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 4381 "-" "neutron/27.1.0.dev115 keystonemiddleware.auth_token/10.12.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:42 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 4557 "-" "python-keystoneclient"
10.19.119.12 - - [06/Nov/2025:13:55:42 +0000] "GET /networking/v2.0/extensions HTTP/1.1" 200 15189 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:43 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:43 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 4562 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:43 +0000] "POST /networking/v2.0/subnetpools HTTP/1.1" 201 764 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:43 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:43 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 4562 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:44 +0000] "POST /networking/v2.0/subnetpools HTTP/1.1" 201 774 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:44 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:44 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 4503 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:44 +0000] "POST /networking/v2.0/networks HTTP/1.1" 201 893 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:46 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:46 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 4561 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:55:46 +0000] "GET /networking/v2.0/networks/b8b74449-5d47-4dc3-ada3-54b2f9cc87d9 HTTP/1.1" 200 888 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
